Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2018-2019,21,MILAN,NAPOLI,26/01/2019,STADIUM GIUSEPPE MEAZZA,20:30:00,DANIELE  DOVERI,GIORGIO  PERETTI,GIANLUCA  VUOTO,FRANCESCO  FOURNEAU,PIERO  GIACOMELLI,GIACOMO PAGANESSI,0,0,D,GENNARO GATTUSO,CARLO ANCELOTTI,4-3-3,4-4-2,97'02,56'02,0.58,28'22 (51%),19'05 (67%),9'17 (33%),27'40 (49%),13'45 (50%),13'55 (50%),3'51,4'47,4'49,5'21,4'12,5'22,5'49,3'39,4'59,2'34,4'47,5'52,12,14,7(0),8(0),0,0,4,5,5,6,7,6,6,6,0,0,0,2,6,8,7,11,421,497,0.86,0.87,38,52,158,190,225,255,37,41,20,16,0 (0),0 (0),113.334,28.024,75.888,9.422,110.72,30.036,70.399,10.285,6.7,6.5,19 (37%),10 (19%),23 (44%),32 (58%),7 (13%),16 (29%),0/0,2/2,0/1,6/7,0/0,0/0,1/1,2/2,3/5,5/7,0/1,1/1,HAKAN CALHANOGLU,10,PIOTR ZIELINSKI,20,3.75,3.5,2.0
2018-2019,21,CHIEVOVERONA,FIORENTINA,27/01/2019,STADIUM MARCANTONIO BENTEGODI,12:30:00,DANIELE  CHIFFI,FABIANO  PRETI,FRANCESCO  FIORE,FEDERICO  DIONISI,MARCO  SERRA,PASQUALE DE MEO,3,4,A,DOMENICO DI CARLO,STEFANO PIOLI,4-3-1-2,4-3-2-1,101'14,36'51,0.36,20'44 (56%),12'34 (61%),8'10 (39%),16'07 (44%),9'06 (56%),7'01 (44%),3'29,0'55,4'55,2'27,3'45,5'13,2'54,1'40,5'01,1'50,3'52,0'50,14,11,8(3),7(4),2,0,5,7,6,4,1,4,7,9,2,4,2,0,7,5,19,18,266,253,0.72,0.7,34,31,113,82,119,140,20,17,21,30,2 (1),0 (0),109.339,27.907,71.102,10.33,104.313,27.537,67.224,9.552,6.5,6.4,17 (38%),7 (15%),21 (47%),18 (42%),4 (9%),21 (49%),1/1,1/1,2/4,5/6,5/6,1/2,0/1,1/1,1/1,2/2,0/0,1/1,MARIUSZ STEPINSKI,9,FEDERICO CHIESA,25,4.5,3.5,1.83
2018-2019,21,ATALANTA,ROMA,27/01/2019,STADIUM ATLETI AZZURRI D'ITALIA,15:00:00,GIANPAOLO  CALVARESE,MATTEO  PASSERI,LORENZO  MANGANELLI,ANTONIO  GIUA,MARCO  DI BELLO,DANIELE BINDONI,3,3,D,GIAN PIERO GASPERINI,EUSEBIO DI FRANCESCO,3-4-1-2,4-2-3-1,94'59,53'36,0.56,33'40 (63%),16'10 (48%),17'30 (52%),19'56 (37%),12'02 (60%),7'54 (40%),5'18,5'30,5'15,5'31,4'08,7'58,2'37,3'14,4'12,3'40,1'35,4'38,14,7,6(3),5(3),0,0,5,5,8,2,2,2,10,4,3,3,4,0,9,2,7,13,561,278,0.88,0.76,21,25,180,97,360,156,23,10,24,22,1 (0),0 (0),104.033,25.29,67.988,10.755,106.202,25.906,70.148,10.148,7.0,7.0,22 (29%),12 (15%),43 (56%),9 (20%),9 (20%),27 (60%),2/2,2/2,1/1,5/6,1/1,1/1,0/0,2/2,2/2,0/0,1/2,1/2,TIMOTHY CASTAGNE,21,EDIN DZEKO,9,2.15,3.6,3.25
2018-2019,21,BOLOGNA,FROSINONE,27/01/2019,STADIUM RENATO DALL'ARA,15:00:00,LUCA  BANTI,FABRIZIO  POSADO,ALESSIO  TOLFO,DAVIDE  GHERSINI,LUCA  PAIRETTO,STEFANO LIBERTI,0,4,A,FILIPPO INZAGHI,MARCO BARONI,4-3-3,3-5-2,95'14,62'03,0.65,29'45 (48%),12'06 (41%),17'39 (59%),32'18 (52%),26'18 (81%),6'00 (19%),3'18,4'48,5'30,6'05,5'05,4'59,3'08,5'54,6'29,4'26,4'51,7'29,8,4,2(0),4(4),0,0,2,4,6,0,0,1,5,4,0,3,2,3,9,2,15,13,415,406,0.85,0.82,21,32,150,176,244,198,24,17,30,12,0 (0),0 (0),106.692,24.331,74.166,8.195,114.123,26.903,79.231,7.989,7.0,7.0,33 (45%),14 (19%),27 (36%),17 (57%),4 (13%),9 (30%),2/3,1/4,2/3,1/3,5/5,4/5,3/3,1/4,1/2,2/2,0/1,0/0,RODRIGO PALACIO,24,CAMILLO CIANO,28,1.65,3.75,5.5
2018-2019,21,PARMA,SPAL,27/01/2019,STADIUM ENNIO TARDINI,15:00:00,ROSARIO  ABISSO,MAURO  VIVENZI,SERGIO  RANGHETTI,NICCOLO'  BARONI,GIANLUCA  MANGANIELLO,ALESSANDRO LO CICERO,2,3,A,ROBERTO D'AVERSA,LEONARDO SEMPLICI,4-3-3,3-5-2,96'27,43'46,0.45,15'12 (35%),9'00 (59%),6'12 (41%),28'34 (65%),8'56 (31%),19'38 (69%),2'42,2'04,2'37,3'08,2'19,2'22,4'49,5'52,5'13,4'51,3'03,4'46,9,15,5(2),6(3),1,0,4,3,4,9,3,2,7,5,0,2,7,0,1,10,9,13,207,407,0.66,0.83,28,21,103,126,76,260,8,27,24,22,1 (1),0 (0),104.208,27.777,69.447,6.984,109.718,27.818,73.656,8.244,6.4,6.7,21 (55%),10 (27%),7 (18%),27 (42%),8 (12%),30 (46%),0/0,0/1,0/0,0/0,0/0,0/0,1/1,0/1,9/11,3/4,0/0,0/0,ROBERTO INGLESE,45,MOHAMED FARES,93,2.4,3.0,3.3
2018-2019,21,TORINO,INTER,27/01/2019,STADIUM OLIMPICO GRANDE TORINO,18:00:00,FABIO  MARESCA,FILIPPO  VALERIANI,GIORGIO  SCHENONE,MARCO  PICCININI,PAOLO SILVIO  MAZZOLENI,LUCA MONDIN,1,0,H,WALTER MAZZARRI,LUCIANO SPALLETTI,3-5-2,3-5-2,98'19,48'03,0.49,21'04 (44%),13'38 (65%),7'26 (35%),26'59 (56%),14'40 (54%),12'19 (46%),3'01,5'16,3'15,2'12,2'38,4'42,5'33,3'36,2'56,4'55,5'03,4'56,7,9,4(1),4(0),0,0,4,4,3,5,4,2,5,6,1,0,3,2,6,7,19,12,197,394,0.65,0.78,18,43,58,160,121,191,26,29,17,20,0 (0),0 (0),108.68,28.917,69.45,10.313,106.832,27.858,69.403,9.571,6.6,6.5,15 (32%),14 (30%),18 (38%),23 (41%),13 (23%),20 (36%),0/1,0/0,3/5,2/7,0/0,0/0,0/0,0/0,2/6,1/9,0/0,0/0,ARMANDO IZZO,5,LAUTARO MARTINEZ,10,3.6,3.3,2.1
2018-2019,21,LAZIO,JUVENTUS,27/01/2019,STADIUM OLIMPICO,20:30:00,MARCO  GUIDA,CIRO  CARBONE,ELENITO  DI LIBERATORE,EUGENIO  ABBATTISTA,GIANLUCA  AURELIANO,STEFANO DEL GIOVANE,1,2,A,SIMONE INZAGHI,MASSIMILIANO ALLEGRI,3-4-2-1,4-3-3,97'24,50'01,0.51,23'35 (47%),9'14 (39%),14'21 (61%),26'26 (53%),17'47 (67%),8'39 (33%),4'37,3'47,5'35,3'23,2'49,3'24,3'30,6'02,5'11,3'54,4'26,3'23,11,4,5(0),3(2),0,1,1,3,6,1,1,4,10,3,0,0,1,2,8,1,11,13,336,425,0.77,0.82,21,36,96,167,219,222,29,23,38,17,0 (0),1 (1),111.698,27.722,74.163,9.813,108.147,26.601,72.916,8.63,6.9,6.9,30 (43%),13 (19%),26 (38%),36 (84%),2 (4%),5 (12%),0/0,0/0,3/6,1/7,0/0,0/0,1/1,0/0,6/11,0/2,0/0,0/0,LUIS ALBERTO,10,JOAO CANCELO,20,4.2,3.5,1.9
2018-2019,21,EMPOLI,GENOA,28/01/2019,STADIUM CARLO CASTELLANI,20:30:00,FEDERICO  LA PENNA,LORENZO  GORI,MARCO  BRESMES,DANIELE  MINELLI,LUIGI  NASCA,GIANMATTIA TASSO,1,3,A,GIUSEPPE IACHINI,CESARE PRANDELLI,3-5-1-1,4-5-1,94'17,63'52,0.68,30'45 (48%),16'54 (55%),13'51 (45%),33'07 (52%),22'22 (68%),10'45 (32%),4'28,5'22,5'09,4'21,4'23,7'02,5'46,5'30,5'25,5'55,4'08,6'23,13,12,7(1),7(3),0,0,6,5,6,5,4,4,11,10,0,3,3,2,1,3,8,7,509,309,0.82,0.77,54,19,182,110,273,180,29,29,27,24,0 (0),0 (0),111.882,26.699,75.063,10.12,117.364,25.652,80.675,11.037,7.0,7.3,33 (55%),5 (8%),22 (37%),22 (41%),9 (16%),23 (43%),0/0,0/1,3/9,2/5,0/0,0/0,1/1,0/1,2/5,0/3,0/0,0/0,GIOVANNI DI LORENZO,2,DARKO LAZOVIC,22,2.37,3.4,3.0
2018-2019,22,CAGLIARI,ATALANTA,04/02/2019,STADIUM SARDEGNA ARENA,21:00:00,PAOLO  VALERI,STEFANO  DEL GIOVANE,ALFONSO  MARRAZZO,VALERIO  MARINI,MARCO  PICCININI,GIANLUCA VUOTO,0,1,A,ROLANDO MARAN,GIAN PIERO GASPERINI,3-5-1-1,3-4-1-2,96'05,50'13,0.52,20'24 (41%),14'29 (71%),5'55 (29%),29'49 (59%),16'34 (56%),13'15 (44%),2'06,3'25,3'49,4'42,2'34,3'48,4'18,5'30,4'27,4'28,3'31,7'35,7,8,3(0),7(1),0,1,3,4,4,1,6,2,4,5,0,1,2,2,2,4,17,9,334,552,0.74,0.86,19,44,119,171,196,336,20,24,22,17,0 (0),0 (0),111.934,23.403,79.823,8.708,107.934,23.251,76.534,8.149,7.2,7.1,11 (23%),13 (27%),24 (50%),17 (34%),4 (8%),29 (58%),1/1,0/0,1/1,1/3,0/0,0/3,0/0,3/3,3/5,2/3,1/1,0/0,ALESSANDRO DEIOLA,27,HANS HATEBOER,33,5.0,4.1,1.66
2018-2019,22,NAPOLI,SAMPDORIA,02/02/2019,STADIUM SAN PAOLO,18:00:00,LUCA  PAIRETTO,PASQUALE  DE MEO,SALVATORE  LONGO,IVANO  PEZZUTO,FEDERICO  LA PENNA,FABRIZIO POSADO,3,0,H,CARLO ANCELOTTI,MARCO GIAMPAOLO,4-4-2,4-3-1-2,93'03,58'51,0.63,33'52 (58%),17'50 (53%),16'02 (47%),24'59 (42%),15'36 (62%),9'23 (38%),7'21,6'19,5'24,4'32,5'15,5'01,4'09,4'10,3'34,5'47,3'07,4'12,18,8,14(3),2(0),1,0,9,0,4,6,2,11,9,2,2,0,2,0,5,3,4,12,625,446,0.9,0.86,60,22,224,145,341,279,27,14,20,16,1 (1),0 (0),112.787,28.995,73.211,10.581,116.217,26.368,80.253,9.596,7.0,7.2,30 (46%),11 (17%),24 (37%),22 (50%),14 (32%),8 (18%),2/3,1/1,2/3,3/3,0/0,1/2,2/2,1/1,1/2,0/0,0/0,0/0,LORENZO INSIGNE,24,FABIO QUAGLIARELLA,27,1.36,5.0,8.5
2018-2019,22,JUVENTUS,PARMA,02/02/2019,STADIUM ALLIANZ STADIUM,20:30:00,PIERO  GIACOMELLI,GIACOMO  PAGANESSI,LORENZO  GORI,FABIO  PISCOPO,DANIELE  CHIFFI,DAMIANO DI IORIO,3,3,D,MASSIMILIANO ALLEGRI,ROBERTO D'AVERSA,4-3-3,4-3-3,96'20,49'44,0.52,33'31 (67%),9'42 (29%),23'49 (71%),16'13 (33%),7'10 (44%),9'03 (56%),7'40,4'43,6'32,4'25,4'08,6'03,2'27,0'41,2'45,3'34,2'43,4'02,18,11,9(3),5(3),0,0,6,3,9,6,2,4,8,4,2,3,1,2,12,4,6,11,517,219,0.88,0.77,30,20,199,78,288,121,33,11,23,20,0 (0),0 (0),110.13,29.983,71.199,8.948,107.446,29.246,70.044,8.156,6.6,6.4,23 (38%),9 (14%),29 (48%),9 (26%),6 (17%),20 (57%),2/2,2/4,1/4,4/4,0/0,0/0,0/0,2/4,0/0,0/1,0/0,0/0,CRISTIANO RONALDO,7,GERVINHO,27,1.18,7.0,17.0
2018-2019,22,SPAL,TORINO,03/02/2019,STADIUM PAOLO MAZZA,12:30:00,MAURIZIO  MARIANI,RODOLFO  DI VUOLO,ORESTE  MUTO,JUAN LUCA  SACCHI,GIANLUCA  ROCCHI,ALBERTO TEGONI,0,0,D,LEONARDO SEMPLICI,WALTER MAZZARRI,3-5-2,3-5-2,95'06,33'37,0.35,20'31 (61%),8'50 (43%),11'41 (57%),13'06 (39%),5'30 (42%),7'36 (58%),2'57,1'53,2'27,3'41,4'39,4'54,4'00,2'02,1'27,3'00,0'41,1'56,8,5,1(0),1(0),0,0,0,0,7,4,1,1,2,2,0,0,0,2,11,6,24,27,311,205,0.78,0.71,20,21,101,58,190,126,13,9,24,12,0 (0),0 (0),103.225,26.793,67.068,9.364,99.771,25.647,65.319,8.805,6.6,6.6,17 (36%),7 (15%),23 (49%),11 (35%),9 (30%),11 (35%),2/2,2/2,2/6,3/4,0/0,0/0,0/0,2/2,3/4,0/2,0/0,0/0,MOHAMED FARES,93,ANDREA BELOTTI,9,3.7,3.25,2.15
2018-2019,22,GENOA,SASSUOLO,03/02/2019,STADIUM LUIGI FERRARIS,15:00:00,GIANLUCA  MANGANIELLO,ALESSANDRO  COSTANZO,CHRISTIAN  ROSSI,MANUEL  VOLPI,ROSARIO  ABISSO,MAURO TONOLINI,1,1,D,CESARE PRANDELLI,ROBERTO DE ZERBI,4-2-3-1,4-3-3,93'12,52'40,0.57,19'26 (37%),9'45 (50%),9'41 (50%),33'14 (63%),19'24 (58%),13'50 (42%),2'35,3'32,3'02,3'35,3'07,3'35,7'13,5'20,3'49,5'19,5'54,5'38,4,11,2(1),8(1),0,1,2,6,2,3,5,1,4,5,0,1,1,2,4,6,11,15,209,448,0.73,0.83,25,38,77,178,106,232,19,23,16,18,0 (0),0 (0),104.666,28.233,68.712,7.721,104.601,28.506,69.152,6.943,6.5,6.5,27 (55%),6 (12%),16 (33%),25 (47%),7 (13%),21 (40%),1/2,2/2,3/6,2/3,0/0,1/2,4/4,2/2,2/2,0/0,0/0,0/0,TONI SANABRIA,9,FILIP DJURICIC,9,2.5,3.3,2.87
2018-2019,22,UDINESE,FIORENTINA,03/02/2019,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",15:00:00,DANIELE  ORSATO,ALESSIO  TOLFO,DOMENICO  ROCCA,LUCA  MASSIMI,LIVIO  MARINELLI,SERGIO RANGHETTI,1,1,D,DAVIDE NICOLA,STEFANO PIOLI,3-5-2,4-3-2-1,94'00,45'47,0.49,19'58 (44%),12'29 (63%),7'29 (37%),25'49 (56%),14'09 (55%),11'40 (45%),4'00,4'03,4'26,1'51,3'27,2'10,5'42,3'38,3'32,4'04,4'29,4'24,7,9,2(1),4(1),0,0,2,3,5,5,3,1,3,5,0,0,0,1,1,10,13,14,241,393,0.7,0.8,15,32,87,172,139,189,12,18,17,23,0 (0),0 (0),101.776,27.951,65.164,8.661,101.181,29.024,63.821,8.336,6.4,6.4,19 (54%),4 (12%),12 (34%),17 (25%),6 (8%),46 (67%),1/1,1/1,2/3,1/1,0/0,0/0,0/0,1/1,4/5,2/4,0/1,0/0,IGNACIO PUSSETTO,23,FEDERICO CHIESA,25,3.6,3.3,2.1
2018-2019,22,INTER,BOLOGNA,03/02/2019,STADIUM GIUSEPPE MEAZZA,18:00:00,FABRIZIO  PASQUA,DANIELE  BINDONI,LUCA  MONDIN,ANTONIO  GIUA,DAVIDE  MASSA,FILIPPO MELI,0,1,A,LUCIANO SPALLETTI,SINISA MIHAJLOVIC,4-3-3,4-3-3,96'00,46'46,0.49,28'04 (60%),14'06 (50%),13'58 (50%),18'42 (40%),12'09 (65%),6'33 (35%),4'19,6'06,4'21,3'44,4'41,4'53,4'48,2'07,2'43,3'42,2'13,3'09,12,8,3(0),7(1),0,1,2,4,9,1,5,3,9,7,0,1,1,6,6,7,13,17,434,256,0.79,0.68,41,27,164,79,229,150,29,24,23,20,0 (0),0 (0),114.232,27.773,76.563,9.896,117.793,27.091,80.551,10.151,6.8,7.0,28 (39%),14 (20%),29 (41%),16 (44%),5 (14%),15 (42%),0/0,1/1,8/16,4/8,0/0,0/0,0/1,1/1,4/5,2/3,0/0,0/0,MAURO ICARDI,9,FEDERICO SANTANDER,9,1.33,5.25,9.0
2018-2019,22,ROMA,MILAN,03/02/2019,STADIUM OLIMPICO,20:30:00,FABIO  MARESCA,CIRO  CARBONE,ALESSANDRO  LO CICERO,EUGENIO  ABBATTISTA,GIANPAOLO  CALVARESE,ELENITO DI LIBERATORE,1,1,D,EUSEBIO DI FRANCESCO,GENNARO GATTUSO,4-2-3-1,4-3-3,94'41,53'31,0.57,24'10 (45%),12'22 (51%),11'48 (49%),29'21 (55%),20'56 (71%),8'25 (29%),4'09,4'20,4'42,2'58,3'53,4'08,3'57,4'51,4'07,6'06,4'26,5'54,11,6,9(1),5(1),0,0,7,4,2,1,4,7,9,3,0,1,4,3,10,2,15,9,335,441,0.83,0.84,26,23,118,166,191,252,28,26,24,12,0 (0),0 (0),112.15,26.736,75.608,9.806,110.747,26.828,75.197,8.722,7.0,6.8,19 (32%),14 (23%),27 (45%),21 (49%),5 (11%),17 (40%),0/0,0/0,6/11,6/9,0/0,0/0,1/2,0/0,1/5,3/6,0/0,0/0,NICOLO' ZANIOLO,22,KRZYSZTOF PIATEK,19,2.15,3.5,3.4
2018-2019,22,FROSINONE,LAZIO,04/02/2019,STADIUM BENITO STIRPE,19:00:00,MICHAEL  FABBRI,GIANMATTIA  TASSO,ANTONIO  SANTORO,ALEANDRO  DI PAOLO,PAOLO SILVIO  MAZZOLENI,MATTEO PASSERI,0,1,A,MARCO BARONI,SIMONE INZAGHI,3-5-2,3-5-2,95'06,54'58,0.58,25'07 (46%),16'58 (68%),8'09 (32%),29'51 (54%),15'00 (50%),14'51 (50%),4'05,3'22,4'52,3'23,3'54,5'31,5'19,4'42,4'58,5'05,4'19,5'27,9,11,4(0),5(1),0,0,4,4,5,6,3,4,3,7,0,1,3,0,2,2,8,14,394,451,0.8,0.81,49,21,186,116,159,314,28,36,23,26,0 (0),0 (0),111.112,27.314,75.632,8.166,112.126,28.32,74.83,8.976,6.9,6.9,15 (27%),16 (28%),25 (45%),24 (41%),10 (18%),24 (41%),1/1,0/1,3/4,3/8,0/0,0/0,0/0,0/1,1/7,5/8,0/0,0/0,ANDREA PINAMONTI,89,FELIPE CAICEDO,20,7.0,4.75,1.44
2018-2019,22,EMPOLI,CHIEVOVERONA,02/02/2019,STADIUM CARLO CASTELLANI,15:00:00,MARCO  DI BELLO,ENRICO  CALIARI,STEFANO  LIBERTI,ANTONIO  RAPUANO,DANIELE  DOVERI,FABIANO PRETI,2,2,D,GIUSEPPE IACHINI,DOMENICO DI CARLO,3-5-2,3-4-1-2,95'28,61'48,0.65,33'06 (54%),16'38 (50%),16'28 (50%),28'42 (46%),19'41 (69%),9'01 (31%),5'43,4'27,6'26,6'04,4'04,6'22,5'07,6'35,3'45,3'29,4'29,5'17,11,10,9(2),4(2),0,0,6,3,2,6,2,7,6,6,1,1,2,3,10,6,9,12,420,333,0.79,0.78,57,30,158,111,205,192,20,16,21,13,0 (0),0 (0),110.937,27.485,74.215,9.237,117.492,26.072,81.099,10.321,6.9,7.2,25 (41%),1 (2%),35 (57%),14 (38%),9 (24%),14 (38%),0/3,3/5,4/7,0/1,0/0,0/0,1/1,3/5,1/2,2/4,0/0,0/1,FRANCESCO CAPUTO,11,EMANUELE GIACCHERINI,17,1.95,3.5,4.0
2018-2019,23,LAZIO,EMPOLI,07/02/2019,STADIUM OLIMPICO,20:30:00,DANIELE  CHIFFI,FABIANO  PRETI,DAMIANO  DI IORIO,LUIGI  NASCA,DANIELE  ORSATO,RODOLFO DI VUOLO,1,0,H,SIMONE INZAGHI,GIUSEPPE IACHINI,3-5-2,3-5-2,94'04,50'53,0.54,27'00 (53%),14'41 (54%),12'19 (46%),23'53 (47%),12'34 (53%),11'19 (47%),5'27,5'47,4'56,3'36,2'16,4'58,4'30,2'46,3'46,3'38,4'47,4'25,8,3,4(1),1(0),1,0,4,1,4,2,1,3,6,2,0,0,7,0,3,2,13,8,420,395,0.83,0.84,17,22,128,36,275,337,21,16,18,22,1 (1),0 (0),113.112,25.834,77.346,9.932,110.155,26.9,74.952,8.303,7.0,6.7,25 (45%),10 (17%),21 (38%),31 (53%),11 (18%),17 (29%),0/1,2/2,4/5,1/3,0/0,0/0,0/0,2/2,3/3,0/2,0/0,0/0,FELIPE CAICEDO,20,FRANCESCO CAPUTO,11,1.3,5.25,9.5
2018-2019,23,CHIEVOVERONA,ROMA,08/02/2019,STADIUM MARCANTONIO BENTEGODI,20:30:00,ROSARIO  ABISSO,MATTEO  BOTTEGONI,EMANUELE  PRENNA,FABIO  PISCOPO,LUCA  PAIRETTO,ALESSIO TOLFO,0,3,A,DOMENICO DI CARLO,EUSEBIO DI FRANCESCO,4-3-1-2,4-3-3,94'03,52'14,0.56,24'03 (46%),13'33 (56%),10'30 (44%),28'11 (54%),19'23 (69%),8'48 (31%),3'30,3'43,4'30,3'34,3'27,5'19,5'21,4'01,5'01,3'28,4'17,6'03,11,11,6(0),9(3),0,0,4,8,5,2,4,5,3,9,0,3,3,2,7,7,6,9,363,420,0.77,0.82,41,49,140,125,182,246,15,21,22,18,0 (0),0 (0),115.183,25.797,79.392,9.994,112.737,26.992,76.226,9.519,7.1,7.0,22 (38%),11 (19%),25 (43%),22 (50%),6 (14%),16 (36%),2/2,1/1,2/5,3/4,1/1,0/0,1/1,1/1,4/5,1/5,0/0,0/1,FILIP DJORDJEVIC,20,STEPHAN EL SHAARAWY,92,5.75,4.33,1.53
2018-2019,23,FIORENTINA,NAPOLI,09/02/2019,STADIUM ARTEMIO FRANCHI,18:00:00,GIANPAOLO  CALVARESE,SERGIO  RANGHETTI,MAURO  VIVENZI,MAURIZIO  MARIANI,FABRIZIO  PASQUA,STEFANO DEL GIOVANE,0,0,D,STEFANO PIOLI,CARLO ANCELOTTI,4-3-2-1,4-4-2,98'37,60'10,0.61,26'31 (44%),15'52 (60%),10'39 (40%),33'39 (56%),24'17 (72%),9'22 (28%),4'26,4'23,4'48,4'43,2'48,5'23,5'00,4'43,6'04,5'24,5'39,6'49,10,12,4(0),4(0),1,0,2,4,6,8,4,4,5,11,0,0,1,0,5,5,9,17,247,425,0.68,0.79,30,26,80,119,137,280,21,29,36,12,0 (0),0 (0),109.48,29.449,70.733,9.298,106.288,30.959,66.689,8.64,6.6,6.3,26 (47%),10 (18%),19 (35%),11 (26%),10 (23%),22 (51%),0/0,1/3,3/8,2/3,0/0,0/0,1/1,1/3,5/7,3/5,0/0,0/0,JORDAN VERETOUT,17,ARKADIUSZ MILIK,99,4.0,3.6,1.9
2018-2019,23,PARMA,INTER,09/02/2019,STADIUM ENNIO TARDINI,20:30:00,MASSIMILIANO  IRRATI,ALESSANDRO  LO CICERO,DARIO  CECCONI,JUAN LUCA  SACCHI,PAOLO  VALERI,GIANLUCA VUOTO,0,1,A,ROBERTO D'AVERSA,LUCIANO SPALLETTI,4-3-3,4-2-3-1,95'25,47'41,0.5,17'23 (36%),11'14 (65%),6'09 (35%),30'18 (64%),11'46 (39%),18'32 (61%),3'14,3'47,2'28,1'20,3'02,3'32,4'10,5'27,4'26,5'21,6'25,4'28,6,13,2(0),7(1),0,0,2,5,4,6,4,1,7,12,0,2,1,2,2,10,17,12,230,476,0.75,0.87,29,32,86,171,115,273,17,29,18,31,0 (0),0 (0),106.493,27.363,69.806,9.324,108.057,27.041,71.318,9.698,6.7,6.7,10 (32%),6 (20%),15 (48%),28 (41%),19 (28%),21 (31%),0/1,0/0,1/2,3/6,0/0,0/0,0/0,0/0,4/13,3/9,0/0,0/0,ROBERTO INGLESE,45,LAUTARO MARTINEZ,10,5.25,3.8,1.66
2018-2019,23,BOLOGNA,GENOA,10/02/2019,STADIUM RENATO DALL'ARA,12:30:00,GIANLUCA  ROCCHI,ALFONSO  MARRAZZO,FILIPPO  VALERIANI,FRANCESCO  FOURNEAU,DANIELE  DOVERI,PASQUALE DE MEO,1,1,D,SINISA MIHAJLOVIC,CESARE PRANDELLI,4-3-3,4-3-3,94'56,45'03,0.47,27'22 (61%),11'07 (41%),16'15 (59%),17'41 (39%),6'25 (36%),11'16 (64%),5'39,3'47,3'36,3'24,5'01,5'55,2'44,3'25,5'01,2'28,2'57,1'06,7,9,4(1),6(1),0,0,4,5,3,3,5,1,6,4,1,1,2,1,13,3,17,13,422,219,0.8,0.7,25,31,121,77,276,111,20,11,12,25,0 (0),0 (0),110.919,28.106,74.944,7.869,106.824,29.615,69.582,7.627,6.7,6.5,20 (37%),8 (15%),26 (48%),29 (58%),4 (8%),17 (34%),2/4,2/3,2/2,0/1,0/0,1/1,0/0,2/3,0/1,0/1,0/0,0/0,MATTIA DESTRO,22,LUKAS LERAGER,8,2.25,3.1,3.5
