Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,Add_Referee_1,Add_Referee_2,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_off_sp_T1,Atp_off_sp_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Lst_Bls_T1,Lst_Bls_T2,Rcv_Bls_T1,Rcv_Bls_T2,Fst_Brk_T1,Fst_Brk_T2,Lng_Bls_T1,Lng_Bls_T2,Prs_Act_T1,Prs_Act_T2,Wrg_Pss_T1,Wrg_Pss_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,Rcv_Bls_Dfc_r_T1,Rcv_Bls_Dfc_l_T1,Rcv_Bls_Mdl_r_T1,Rcv_Bls_Mdl_l_T1,Rcv_Bls_Atk_r_T1,Rcv_Bls_Atk_l_T1,Rcv_Bls_Dfc_r_T2,Rcv_Bls_Dfc_l_T2,Rcv_Bls_Mdl_r_T2,Rcv_Bls_Mdl_l_T2,Rcv_Bls_Atk_r_T2,Rcv_Bls_Atk_l_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2016-2017,20,NAPOLI,PESCARA,15/01/2017,STADIUM SAN PAOLO,15:00,CLAUDIO  GAVILLUCCI,ALFONSO  MARRAZZO,PASQUALE  DE MEO,ALESSANDRO  COSTANZO,DAVIDE  MASSA,ROSARIO ABISSO,3,1,H,MAURIZIO SARRI,MASSIMO ODDO,4-3-3,3-5-2,94'01,48'20,51%,31'52 (66%),12'06 (38%),19'46 (62%),16'28 (34%),10'24 (63%),6'04 (37%),4'56,4'54,5'28,4'36,5'20,6'38,3'02,2'40,1'47,2'43,2'07,4'09,21,6,13(3),2(1),0,1,0,0,7,2,0,0,0,0,1,1,1,8,11,3,3,0,2,5,6,2,9,14,51,33,25,36,2,2,5,18,0,0,35,43,30,17,0,0,0 (0),1 (1),109.584,26.055,73.468,10.061,112.326,26.397,77.446,8.483,6.9,7.1,16 (36%),14 (32%),14 (32%),7 (28%),11 (44%),7 (28%),0/0,1/2,1/3,2/5,0/2,1/1,0/1,1/2,1/2,0/3,0/1,2/4,6,7,5,7,0,0,11,6,9,8,0,2,MAREK HAMSIK,17,GIANLUCA CAPRARI,17,1.14,8,19
2016-2017,20,SAMPDORIA,EMPOLI,15/01/2017,STADIUM LUIGI FERRARIS,15:00,DOMENICO  CELI,ALESSANDRO  GIALLATINI,ALBERTO  TEGONI,GIACOMO  PAGANESSI,CARMINE  RUSSO,FEDERICO LA PENNA,0,0,D,MARCO GIAMPAOLO,GIOVANNI MARTUSCIELLO,4-3-1-2,4-3-1-2,96'04,51'07,53%,27'17 (53%),11'38 (43%),15'39 (57%),23'50 (47%),14'03 (59%),9'47 (41%),4'12,4'13,5'32,3'36,4'16,5'28,4'40,2'30,4'08,5'28,2'17,4'47,12,10,3(0),2(0),0,1,0,0,3,2,0,0,2,2,0,0,2,3,4,3,2,0,3,6,6,8,9,6,49,35,45,40,0,2,20,24,0,0,36,32,17,15,1,1,0 (0),1 (0),103.299,28.007,67.12,8.172,107.108,27.693,70.827,8.588,6.2,6.4,9 (26%),16 (45%),10 (29%),10 (34%),13 (45%),6 (21%),0/1,2/3,2/7,0/5,0/0,0/0,1/2,2/3,2/7,0/4,0/0,0/0,11,11,12,7,2,2,12,13,6,5,2,2,PATRICK SCHICK,14,LEVAN MCHEDLIDZE,9,1.75,3.5,5.25
2016-2017,20,SASSUOLO,PALERMO,15/01/2017,STADIUM MAPEI STADIUM,15:00,PAOLO SILVIO  MAZZOLENI,STEFANO  ALASSIO,ALESSIO  TOLFO,LORENZO  MANGANELLI,RICCARDO  PINZANI,DAVIDE GHERSINI,4,1,H,EUSEBIO DI FRANCESCO,EUGENIO CORINI,4-2-3-1,3-4-2-1,92'12,48'16,52%,28'11 (58%),15'21 (54%),12'50 (46%),20'05 (42%),13'50 (69%),6'15 (31%),4'45,2'57,6'22,5'32,4'07,4'27,2'44,4'32,3'02,2'39,2'41,4'27,11,12,8(4),3(1),0,0,0,0,7,2,0,0,0,0,0,0,2,3,10,7,3,1,2,5,8,3,14,12,43,35,22,18,3,4,20,8,1,0,42,44,24,21,0,1,0 (0),0 (0),109.799,26.688,73.7,9.411,106.984,26.841,71.2,8.943,7.1,6.9,7 (24%),17 (59%),5 (17%),6 (21%),14 (48%),9 (31%),1/1,0/1,3/6,1/2,0/0,0/0,0/0,0/1,2/6,6/10,0/0,0/0,3,3,7,7,0,2,7,6,3,0,2,0,ALESSANDRO MATRI,10,ILIJA NESTOROVSKI,30,1.73,3.6,5.25
2016-2017,20,UDINESE,ROMA,15/01/2017,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",15:00,ANTONIO  DAMATO,FABIANO  PRETI,SERGIO  RANGHETTI,GIANLUCA  CARIOLATO,MASSIMILIANO  IRRATI,ALEANDRO DI PAOLO,0,1,A,LUIGI DELNERI,LUCIANO SPALLETTI,4-3-3,3-4-2-1,93'08,53'38,58%,29'08 (54%),14'34 (50%),14'34 (50%),24'30 (46%),13'09 (54%),11'21 (46%),3'09,6'03,4'22,4'34,5'42,5'18,4'16,2'17,4'48,4'44,3'36,4'49,7,12,6(0),4(1),0,0,1,0,4,3,0,0,0,1,0,2,3,5,7,10,1,4,0,3,4,7,15,17,50,45,30,29,7,14,17,10,1,0,26,28,24,28,1,1,0 (0),1 (0),112.412,28.479,73.718,10.215,108.71,29.871,70.221,8.618,7,6.8,6 (26%),9 (39%),8 (35%),6 (22%),15 (56%),6 (22%),0/1,0/1,3/4,5/5,0/0,0/0,0/0,0/1,4/5,5/5,0/0,0/0,8,6,11,4,1,0,7,7,5,10,0,0,RODRIGO DE PAUL,10,RADJA NAINGGOLAN,4,4.2,3.5,1.91
2016-2017,20,FIORENTINA,JUVENTUS,15/01/2017,STADIUM ARTEMIO FRANCHI,20:45,LUCA  BANTI,FILIPPO  MELI,GIULIO  DOBOSZ,ELENITO  DI LIBERATORE,NICOLA  RIZZOLI,DANIELE DOVERI,2,1,H,PAULO SOUSA,MASSIMILIANO ALLEGRI,3-5-2,3-5-2,97'09,53'48,55%,27'09 (50%),16'00 (59%),11'09 (41%),26'39 (50%),17'57 (67%),8'42 (33%),6'29,4'10,3'53,4'33,2'50,5'14,3'46,3'42,4'15,4'17,5'07,5'31,13,9,7(2),6(1),0,0,0,1,4,5,0,0,0,1,0,0,4,4,8,5,3,2,2,3,3,7,20,18,29,40,30,25,5,2,24,14,8,2,23,24,31,25,3,1,0 (0),0 (0),111.214,26.497,75.077,9.64,110.725,27.866,74.162,8.697,6.9,6.7,9 (39%),6 (26%),8 (35%),12 (63%),3 (16%),4 (21%),2/3,1/3,1/1,0/1,0/0,2/2,3/4,1/3,3/3,0/2,3/4,0/1,3,0,10,11,4,2,4,5,4,10,0,2,NIKOLA KALINIC,9,GONZALO HIGUAIN,9,4.75,3.4,1.83
2016-2017,20,TORINO,MILAN,16/01/2017,STADIUM OLIMPICO GRANDE TORINO,20:45,PAOLO  TAGLIAVENTO,ANDREA  CRISPO,SALVATORE  LONGO,MATTEO  PASSERI,MARCO  GUIDA,GIANLUCA AURELIANO,2,2,D,SINISA MIHAJLOVIC,VINCENZO MONTELLA,4-3-3,4-3-3,95'01,49'31,52%,18'27 (37%),11'09 (60%),7'18 (40%),31'04 (63%),14'13 (46%),16'51 (54%),2'56,3'57,2'24,1'34,4'04,3'32,5'29,3'01,7'02,5'49,3'07,6'36,16,15,9(2),7(2),1,1,0,0,8,6,0,0,0,1,0,1,4,5,11,10,5,2,2,3,6,6,8,10,34,28,20,24,6,7,15,17,12,1,31,34,24,23,1,1,1 (0),1 (1),114.366,27.273,77.274,9.819,111.215,27.306,75.049,8.86,7,6.7,14 (33%),13 (31%),15 (36%),16 (33%),12 (25%),20 (42%),2/3,3/3,4/6,0/0,0/2,0/0,0/1,3/3,3/6,2/7,1/1,0/2,5,5,2,6,0,2,4,9,3,6,1,1,ANDREA BELOTTI,9,SUSO,8,2.38,3.3,3.1
2016-2017,21,CHIEVOVERONA,FIORENTINA,21/01/2017,STADIUM MARC'ANTONIO BENTEGODI,18:00,FABIO  MARESCA,LORENZO  MANGANELLI,DAMIANO  DI IORIO,GIORGIO  SCHENONE,GIANPAOLO  CALVARESE,GIANLUCA AURELIANO,0,3,A,ROLANDO MARAN,PAULO SOUSA,4-3-1-2,3-4-2-1,95'03,50'20,53%,25'48 (51%),12'55 (50%),12'53 (50%),24'32 (49%),16'40 (68%),7'52 (32%),4'15,2'58,3'51,3'15,4'12,7'16,6'21,3'28,4'25,2'27,4'22,3'29,14,7,6(0),6(3),1,2,0,0,2,4,0,0,0,0,0,0,3,6,7,7,1,1,2,1,2,8,17,16,34,30,22,19,5,4,12,19,1,0,28,27,30,22,0,1,0 (0),1 (1),109.257,26.533,73.781,8.943,112.495,26.402,77.669,8.424,6.6,6.9,10 (26%),20 (53%),8 (21%),7 (35%),11 (55%),2 (10%),0/1,2/3,6/10,3/7,0/0,0/0,0/0,2/3,1/4,0/1,0/0,0/0,4,0,6,9,1,2,7,3,4,3,1,1,RICCARDO MEGGIORINI,69,FEDERICO CHIESA,25,3.4,3.25,2.25
2016-2017,21,MILAN,NAPOLI,21/01/2017,STADIUM GIUSEPPE MEAZZA,20:45,GIANLUCA  ROCCHI,ALESSANDRO  COSTANZO,GIULIO  DOBOSZ,FILIPPO  MELI,ANTONIO  DAMATO,DANIELE DOVERI,1,2,A,VINCENZO MONTELLA,MAURIZIO SARRI,4-3-3,4-3-3,97'05,47'01,48%,27'14 (58%),12'04 (44%),15'10 (56%),19'47 (42%),13'49 (70%),5'58 (30%),4'15,4'48,4'18,4'38,3'22,5'53,3'15,3'45,3'27,2'57,3'08,3'15,11,7,6(1),4(2),1,0,1,0,4,4,0,0,2,0,1,1,2,4,12,7,3,5,4,3,7,1,14,14,36,32,39,27,8,6,28,26,20,18,45,39,17,13,0,4,0 (0),0 (0),111.609,28.205,74.672,8.732,119.076,27.021,81.109,10.946,6.6,7.1,6 (20%),18 (60%),6 (20%),4 (25%),11 (69%),1 (6%),0/0,0/1,3/6,1/8,0/1,0/3,1/1,0/1,0/3,0/1,0/0,0/1,5,9,14,6,3,2,4,9,5,9,0,0,MARIO PASALIC,80,DRIES MERTENS,14,4,3.3,2
2016-2017,21,JUVENTUS,LAZIO,22/01/2017,STADIUM JUVENTUS STADIUM,12:30,DAVIDE  MASSA,MATTEO  PASSERI,ANDREA  MARZALONI,MARCO  BARBIRATI,PAOLO  TAGLIAVENTO,DOMENICO CELI,2,0,H,MASSIMILIANO ALLEGRI,SIMONE INZAGHI,4-2-3-1,4-3-3,95'55,60'56,64%,35'09 (58%),22'50 (65%),12'19 (35%),25'47 (42%),10'40 (41%),15'07 (59%),5'39,4'55,4'54,5'09,6'27,8'05,3'46,2'39,6'21,4'14,3'52,4'55,7,7,2(2),2(0),0,0,0,0,1,2,0,0,0,0,0,0,0,2,7,1,6,0,1,2,0,4,10,17,27,33,29,20,2,4,11,8,0,1,16,18,24,15,0,0,0 (0),0 (0),114.544,29.683,75.666,9.195,114.931,25.969,79.891,9.071,6.9,7,1 (5%),11 (55%),8 (40%),6 (25%),12 (50%),6 (25%),1/1,3/3,0/0,4/5,0/0,1/1,0/0,3/3,3/5,3/4,0/0,0/1,6,8,9,5,1,0,3,4,4,6,1,2,GONZALO HIGUAIN,9,SERGEJ MILINKOVIC-SAVIC,21,1.5,4.2,7
2016-2017,21,BOLOGNA,TORINO,22/01/2017,STADIUM RENATO DALL'ARA,15:00,DAVIDE  GHERSINI,MAURO  VIVENZI,LUCA  MONDIN,STEFANO  ALASSIO,DANIELE  ORSATO,DANIELE MINELLI,2,0,H,ROBERTO DONADONI,SINISA MIHAJLOVIC,4-3-3,4-3-3,94'44,49'40,52%,24'26 (49%),11'49 (48%),12'37 (52%),25'14 (51%),9'21 (37%),15'53 (63%),4'50,4'47,4'10,4'09,2'25,4'05,2'20,4'34,3'34,5'30,3'19,5'57,8,6,5(2),2(0),0,1,0,1,4,1,0,0,1,1,1,1,2,3,8,7,2,1,1,6,2,9,12,11,34,24,24,26,7,7,38,24,11,6,36,32,16,17,2,1,0 (0),0 (0),110.092,28.624,71.507,9.961,105.035,28.949,67.26,8.826,6.8,6.5,7 (27%),17 (65%),2 (8%),5 (16%),14 (45%),12 (39%),0/0,0/1,0/3,1/1,2/2,0/1,0/0,0/1,1/3,2/3,0/0,0/1,4,8,2,8,1,0,6,5,5,4,0,0,BLERIM DZEMAILI,31,ADEM LJAJIC,10,2.9,3.3,2.5
2016-2017,21,EMPOLI,UDINESE,22/01/2017,STADIUM CARLO CASTELLANI,15:00,CARMINE  RUSSO,GIANLUCA  VUOTO,CHRISTIAN  ROSSI,OMAR  GAVA,PIERO  GIACOMELLI,ANTONIO DI MARTINO,1,0,H,GIOVANNI MARTUSCIELLO,LUIGI DELNERI,4-3-1-2,4-3-3,95'00,57'49,61%,28'25 (49%),16'13 (57%),12'12 (43%),29'24 (51%),19'55 (68%),9'29 (32%),3'29,5'40,3'47,6'09,3'21,5'58,5'00,4'47,4'49,3'23,4'56,6'29,4,5,1(1),2(0),0,0,0,0,1,2,0,0,1,1,0,0,2,0,2,3,3,4,1,1,7,3,18,13,49,39,54,49,0,2,16,29,4,0,38,30,12,19,1,0,0 (0),0 (0),110.37,27.672,73.879,8.819,112.502,27.535,75.547,9.42,6.8,6.9,7 (54%),3 (23%),3 (23%),5 (29%),7 (42%),5 (29%),0/2,0/1,0/3,0/2,0/0,0/0,0/1,0/1,0/3,1/4,0/0,0/0,0,0,9,14,10,15,0,0,10,10,13,11,LEVAN MCHEDLIDZE,9,RODRIGO DE PAUL,10,2.6,3.2,2.8
2016-2017,21,GENOA,CROTONE,22/01/2017,STADIUM LUIGI FERRARIS,15:00,MAURIZIO  MARIANI,FABRIZIO  POSADO,STEFANO  LIBERTI,ALBERTO  TEGONI,PAOLO SILVIO  MAZZOLENI,FRANCESCO SAIA,2,2,D,IVAN JURIC,DAVIDE NICOLA,3-4-3,4-4-2,94'01,53'58,57%,33'16 (62%),21'45 (65%),11'31 (35%),20'42 (38%),11'44 (57%),8'58 (43%),6'08,5'49,5'53,5'40,5'04,4'41,3'28,3'44,2'27,3'19,2'14,5'30,6,12,4(2),7(2),1,1,1,1,3,5,0,0,0,0,0,1,4,2,5,8,3,2,3,1,7,5,19,9,33,25,20,30,6,3,18,30,0,0,23,24,24,18,2,2,1 (1),0 (0),105.247,26.973,69.272,9.002,106.56,25.504,72.521,8.535,6.8,6.8,8 (44%),3 (17%),7 (39%),6 (38%),5 (31%),5 (31%),2/5,3/5,2/3,2/3,1/1,0/1,2/3,3/5,3/6,2/2,0/1,0/0,0,2,7,3,4,1,2,1,8,8,3,4,GIOVANNI SIMEONE,9,FEDERICO CECCHERINI,17,1.57,4,6
2016-2017,21,PALERMO,INTER,22/01/2017,STADIUM RENZO BARBERA,15:00,MASSIMILIANO  IRRATI,GIACOMO  PAGANESSI,GIORGIO  PERETTI,ALFONSO  MARRAZZO,LUCA  BANTI,FEDERICO LA PENNA,0,1,A,EUGENIO CORINI,STEFANO PIOLI,3-5-1-1,4-2-3-1,97'14,46'08,47%,22'51 (50%),14'48 (65%),8'03 (35%),23'17 (50%),11'30 (49%),11'47 (51%),4'10,2'42,2'39,3'31,3'43,6'06,4'40,3'10,3'00,4'59,5'37,1'51,3,13,1(0),6(1),0,0,0,0,1,5,0,0,0,0,0,1,5,0,3,12,0,4,1,3,7,12,19,12,34,39,24,33,2,4,19,4,0,1,35,49,14,27,0,1,0 (0),0 (0),112.274,26.57,75.291,10.413,108.901,27.014,72.226,9.661,6.9,6.7,6 (38%),6 (37%),4 (25%),13 (32%),18 (44%),10 (24%),1/1,0/1,2/5,1/3,0/0,0/0,0/2,0/1,3/10,5/9,0/0,0/0,8,4,3,4,2,0,8,8,5,10,0,1,ALESSANDRO GAZZI,14,JOAO MARIO,6,6.5,4,1.55
2016-2017,21,PESCARA,SASSUOLO,22/01/2017,STADIUM ADRIATICO - GIOVANNI CORNACCHIA,15:00,PAOLO  VALERI,GIANLUCA  CARIOLATO,STEFANO  DEL GIOVANE,GIUSEPPE  DE PINTO,MICHAEL  FABBRI,LIVIO MARINELLI,1,3,A,MASSIMO ODDO,EUSEBIO DI FRANCESCO,3-4-3,4-3-3,94'02,47'20,50%,21'39 (46%),13'17 (61%),8'22 (39%),25'41 (54%),12'38 (49%),13'03 (51%),3'40,3'58,3'41,3'29,3'06,3'45,5'03,2'52,3'41,3'58,5'01,5'06,14,13,6(1),5(3),1,0,1,0,6,4,0,0,1,1,0,0,2,4,6,6,4,4,6,0,5,6,12,15,29,32,32,25,3,0,21,14,0,1,29,31,8,18,1,0,1 (0),0 (0),112.671,26.209,77.569,8.893,109.225,26.573,72.866,9.786,7.1,7,8 (42%),8 (42%),3 (16%),5 (20%),8 (32%),12 (48%),1/1,1/1,2/2,0/0,0/0,0/0,2/2,1/1,0/2,3/5,0/0,0/1,1,0,8,15,6,2,0,0,3,9,4,5,GIANLUCA CAPRARI,17,ALESSANDRO MATRI,10,2.9,3.3,2.5
2016-2017,21,ATALANTA,SAMPDORIA,22/01/2017,STADIUM ATLETI AZZURRI D'ITALIA,18:00,NICOLA  RIZZOLI,RICCARDO  DI FIORE,VALERIO  PEGORIN,ALESSIO  TOLFO,JUAN LUCA  SACCHI,MARCO SERRA,1,0,H,GIAN PIERO GASPERINI,MARCO GIAMPAOLO,3-4-3,4-3-1-2,95'11,41'54,44%,22'10 (53%),9'49 (44%),12'21 (56%),19'44 (47%),9'47 (50%),9'57 (50%),3'31,4'18,3'52,3'56,3'19,3'14,4'39,1'47,2'52,2'22,4'21,3'43,11,12,7(1),5(0),1,0,0,0,6,2,0,0,0,0,0,0,4,5,7,2,1,1,8,0,5,5,13,19,26,34,24,18,13,3,21,27,0,0,34,40,24,20,0,0,1 (1),0 (0),112.147,26.452,74.942,10.753,114.664,26.303,77.22,11.141,7.1,7,18 (37%),13 (26%),18 (37%),13 (36%),13 (36%),10 (28%),2/3,2/2,1/4,2/5,0/0,0/0,1/1,2/2,0/5,0/1,1/2,0/4,3,5,6,10,0,0,2,3,6,7,0,0,ALEJANDRO GOMEZ,10,LUCAS TORREIRA,34,1.67,3.75,5.5
2016-2017,21,ROMA,CAGLIARI,22/01/2017,STADIUM OLIMPICO,20:45,MARCO  GUIDA,GIANMATTIA  TASSO,FILIPPO  VALERIANI,RODOLFO  DI VUOLO,LUCA  PAIRETTO,ROSARIO ABISSO,1,0,H,LUCIANO SPALLETTI,MASSIMO RASTELLI,3-4-2-1,4-1-4-1,94'50,57'49,61%,34'25 (60%),11'57 (35%),22'28 (65%),23'24 (40%),13'07 (56%),10'17 (44%),5'56,6'07,7'04,5'06,5'22,4'50,3'38,3'23,3'06,3'41,3'44,5'51,17,4,9(1),1(0),1,0,0,0,7,1,0,0,1,1,1,0,0,7,14,3,5,0,3,1,5,4,8,13,47,48,30,27,13,4,7,26,0,2,28,36,31,17,0,0,0 (0),0 (0),107.12,27.36,72.035,7.725,111.484,26.096,76.717,8.671,6.9,7.2,15 (38%),14 (36%),10 (26%),6 (43%),4 (28%),4 (29%),2/2,2/2,7/10,6/9,0/0,0/0,1/1,2/2,2/4,2/2,0/0,0/0,3,2,9,11,4,1,10,4,8,4,1,0,EDIN DZEKO,9,MARCO BORRIELLO,22,1.25,6.5,11
2016-2017,22,LAZIO,CHIEVOVERONA,28/01/2017,STADIUM OLIMPICO,18:00,MICHAEL  FABBRI,SERGIO  RANGHETTI,PASQUALE  DE MEO,GIANMATTIA  TASSO,MASSIMILIANO  IRRATI,ANTONIO RAPUANO,0,1,A,SIMONE INZAGHI,ROLANDO MARAN,4-3-3,4-3-1-2,95'27,53'13,56%,32'15 (61%),10'30 (33%),21'45 (67%),20'58 (39%),12'48 (61%),8'10 (39%),4'30,4'35,6'20,6'44,5'48,4'17,5'27,3'43,2'37,1'14,1'50,6'07,21,4,8(0),2(1),0,0,2,0,5,1,0,0,3,0,0,0,1,8,20,4,7,1,1,0,10,3,14,7,32,36,37,26,12,8,25,42,18,9,34,30,26,8,1,1,0 (0),0 (0),111.662,25.942,76.42,9.3,108.817,25.475,74.948,8.394,7.2,7.2,16 (28%),35 (60%),7 (12%),3 (30%),4 (40%),3 (30%),1/3,1/2,3/9,2/4,3/3,2/4,0/1,1/2,0/0,1/2,1/1,0/0,4,3,13,14,2,1,3,11,6,6,0,0,FELIPE ANDERSON,10,ROBERTO INGLESE,45,1.5,4,7.5
2016-2017,22,INTER,PESCARA,28/01/2017,STADIUM GIUSEPPE MEAZZA,20:45,GIANPAOLO  CALVARESE,CIRO  CARBONE,ALESSANDRO  LO CICERO,FABIANO  PRETI,MARCO  GUIDA,EUGENIO ABBATTISTA,3,0,H,STEFANO PIOLI,MASSIMO ODDO,4-3-3,4-2-3-1,94'11,50'43,54%,32'46 (65%),15'49 (48%),16'57 (52%),17'57 (35%),9'34 (53%),8'23 (47%),5'07,6'00,7'24,3'39,4'52,5'44,3'24,2'38,3'54,2'48,2'13,3'00,15,9,8(3),3(0),0,0,0,0,5,1,0,0,0,0,0,1,3,5,15,7,4,0,0,2,11,3,14,11,44,32,40,31,7,3,9,8,0,1,39,28,34,23,0,0,0 (0),0 (0),109.631,26.066,73.85,9.715,110.588,26.395,75.933,8.26,6.9,7,6 (17%),21 (58%),9 (25%),4 (25%),8 (50%),4 (25%),1/2,0/1,2/5,3/9,0/0,0/0,0/0,0/1,1/4,0/3,0/0,0/0,8,10,9,11,0,2,10,9,4,7,1,0,MARCELO BROZOVIC,77,GRIGORIS KASTANOS,9,1.2,7,13
2016-2017,22,TORINO,ATALANTA,29/01/2017,STADIUM OLIMPICO GRANDE TORINO,12:30,ANTONIO  DAMATO,MAURO  TONOLINI,OMAR  GAVA,DAMIANO  DI IORIO,DAVIDE  MASSA,NICCOLO' BARONI,1,1,D,SINISA MIHAJLOVIC,GIAN PIERO GASPERINI,4-3-3,3-4-1-2,95'00,52'00,55%,24'03 (46%),13'21 (56%),10'42 (44%),27'57 (54%),14'09 (51%),13'48 (49%),5'32,3'45,2'22,3'35,3'11,5'38,3'27,4'02,5'42,4'39,5'09,4'58,10,13,4(1),9(1),0,1,1,1,3,5,0,0,0,0,2,0,8,3,6,11,0,4,3,1,2,6,19,16,32,38,25,29,2,3,16,14,1,1,30,32,15,27,0,0,0 (0),0 (0),110.44,27.046,73.818,9.576,110.454,27.204,73.79,9.46,7,7,9 (36%),9 (36%),7 (28%),9 (30%),12 (40%),9 (30%),4/5,2/3,0/1,1/2,0/0,0/0,2/2,2/3,1/1,0/1,1/1,0/0,0,2,3,7,7,6,0,3,9,7,4,6,IAGO FALQUE,14,ANDREA PETAGNA,29,2.4,3.25,3.1
2016-2017,22,CAGLIARI,BOLOGNA,29/01/2017,STADIUM SANT'ELIA,15:00,LUCA  PAIRETTO,ALESSANDRO  GIALLATINI,ANTONIO  SANTORO,GIORGIO  PERETTI,MARCO  DI BELLO,MARCO PICCININI,1,1,D,MASSIMO RASTELLI,ROBERTO DONADONI,4-3-1-2,4-3-3,94'12,52'34,56%,27'19 (52%),16'56 (62%),10'23 (38%),25'15 (48%),17'53 (71%),7'22 (29%),4'40,5'08,5'18,4'26,4'11,3'36,5'21,5'01,3'07,3'05,3'10,5'31,13,4,8(1),3(1),1,0,0,0,4,2,0,0,0,0,0,0,1,6,13,4,2,1,0,2,3,2,15,18,41,35,25,26,4,3,10,14,2,0,46,31,28,19,0,0,0 (0),0 (0),104.378,27.27,69.159,7.949,105.322,26.82,70.039,8.463,6.7,6.8,8 (24%),17 (52%),8 (24%),4 (24%),12 (70%),1 (6%),0/1,0/0,6/10,3/6,0/0,0/0,0/1,0/0,0/3,0/0,0/0,0/0,5,3,12,3,0,2,5,4,10,6,1,0,MARCO BORRIELLO,22,MATTIA DESTRO,10,2.45,3.25,3
2016-2017,22,CROTONE,EMPOLI,29/01/2017,STADIUM EZIO SCIDA,15:00,PAOLO  TAGLIAVENTO,MATTEO  PASSERI,GIUSEPPE  DE PINTO,VALERIO  PEGORIN,PAOLO  VALERI,IVANO PEZZUTO,4,1,H,DAVIDE NICOLA,GIOVANNI MARTUSCIELLO,4-4-2,4-3-1-2,94'10,50'34,54%,23'18 (46%),9'35 (41%),13'43 (59%),27'16 (54%),18'31 (68%),8'45 (32%),4'30,3'57,3'34,3'38,2'16,5'23,4'37,3'36,6'55,4'41,3'38,3'49,14,4,8(4),3(1),1,0,1,0,6,0,0,0,0,0,0,0,2,4,10,3,6,2,1,1,8,1,11,11,18,41,20,27,2,1,18,14,1,0,22,40,14,20,1,0,1 (1),0 (0),109.49,26.76,73.985,8.745,106.22,26.037,72.526,7.657,6.8,6.6,8 (33%),10 (42%),6 (25%),6 (55%),4 (36%),1 (9%),1/1,3/5,1/2,1/1,1/1,0/0,2/2,3/5,1/6,0/0,0/0,0/0,3,3,8,4,0,2,9,5,5,7,1,0,DIEGO FALCINELLI,11,LEVAN MCHEDLIDZE,9,2.38,3.1,3.25
