Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Bck_Pss_T1,Bck_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2020-2021,21,SASSUOLO,SPEZIA,06/02/2021,MAPEI STADIUM STADIUM,15:00,JUAN LUCA  SACCHI,FRANCESCO  FIORE,FILIPPO  BERCIGLI,LUCA  MASSIMI,LUIGI  NASCA,STEFANO DEL GIOVANE,1,2,A,ROBERTO DE ZERBI,VINCENZO ITALIANO,4-2-3-1,4-3-3,96'18,45'08,47%,25'10 (56%),15'43 (62%),9'27 (38%),19'58 (44%),10'22 (52%),9'36 (48%),4'39,4'10,3'53,3'52,3'42,4'54,4'04,3'05,2'39,3'57,2'48,3'25,8,13,4(1),7(2),0,2,0,1,4,6,0,1,3,3,5,3,1,3,5,7,1,2,4,3,8,6,5,5,20,15,293,247,80%,77%,47,57,84,112,NODATA,NODATA,2/3,4/6,17,23,3,2,31,29,0 (0),0 (0),106.594,26.589,70.503,9.502,106.316,27.59,68.902,9.824,6.5,6.4,7 (24%),14 (48%),8 (28%),14 (48%),7 (24%),8 (28%),550,251,212,87,517,191,191,135,7,35,47,12,19,52,46,33,17,41,43,30,18,17,33,13,10,13,13,17,14,6,6,8,14,25,28,12,28,32,33,19,16,31,29,21,25,21,23,25,27,33,21,17,8,10,14,5,FRANCESCO CAPUTO,9,EMMANUEL GYASI,11,1.8,3.8,4.33
2020-2021,21,JUVENTUS,ROMA,06/02/2021,ALLIANZ STADIUM STADIUM,18:00,DANIELE  ORSATO,FILIPPO  MELI,VALENTINO  FIORITO,GIANPAOLO  CALVARESE,DANIELE  CHIFFI,LUCA MONDIN,2,0,H,ANDREA PIRLO,PAULO FONSECA,4-4-2,3-5-1-1,96'05,57'56,60%,29'00 (50%),22'07 (76%),6'53 (24%),28'56 (50%),12'24 (43%),16'32 (57%),4'17,5'49,4'06,6'15,3'32,5'01,6'11,4'10,6'01,3'08,3'26,6'00,3,14,3(1),3(0),0,0,0,0,3,1,1,0,0,7,3,1,0,4,3,3,1,0,6,1,3,8,2,9,9,13,443,458,89%,85%,24,140,78,271,NODATA,NODATA,1/2,7/14,22,27,2,2,39,28,0 (0),0 (0),112.388,29.382,73.186,9.82,111.873,29.282,74.031,8.56,6.7,6.7,8 (40%),5 (25%),7 (35%),14 (39%),8 (22%),14 (39%),710,403,262,45,722,123,383,216,24,70,70,11,29,74,79,46,34,46,65,44,16,14,15,28,6,11,7,9,0,5,4,3,9,14,15,2,13,27,24,19,44,70,46,25,47,57,60,34,43,34,56,25,10,8,18,22,CRISTIANO RONALDO,7,LEONARDO SPINAZZOLA,37,1.72,4,4.33
2020-2021,21,GENOA,NAPOLI,06/02/2021,LUIGI FERRARIS STADIUM,20:45,GIANLUCA  MANGANIELLO,ALESSANDRO  COSTANZO,EMANUELE  PRENNA,MARCO  PICCININI,MARCO  DI BELLO,STEFANO LIBERTI,2,1,H,DAVIDE BALLARDINI,GENNARO GATTUSO,3-5-2,4-3-3,94'23,55'20,59%,17'51 (32%),11'34 (65%),6'17 (35%),37'29 (68%),18'08 (48%),19'21 (52%),4'32,3'18,2'14,3'01,1'49,2'57,5'48,6'52,6'26,5'29,5'08,7'46,4,24,2(2),11(1),0,1,0,0,2,7,0,2,1,8,8,0,1,5,2,12,2,0,2,0,15,13,1,6,13,11,253,584,74%,88%,57,151,106,291,NODATA,NODATA,1/5,7/22,32,48,0,8,52,36,0 (0),0 (0),116.665,27.236,82.133,7.296,115.97,26.11,81.605,8.255,7.1,7.1,3 (17%),5 (27%),10 (56%),11 (26%),25 (58%),7 (16%),604,264,249,91,944,239,437,268,14,41,53,13,29,45,44,25,42,30,36,26,41,35,25,14,22,16,13,16,7,8,4,5,19,18,28,10,23,54,52,35,28,62,82,61,48,42,53,61,54,59,53,29,29,24,12,8,GORAN PANDEV,19,LORENZO INSIGNE,24,5,3.9,1.66
2020-2021,21,BENEVENTO,SAMPDORIA,07/02/2021,CIRO VIGORITO STADIUM,12:30,GIANLUCA  AURELIANO,GIUSEPPE  PERROTTI,MICHELE  GROSSI,DANIELE  PATERNA,ALEANDRO  DI PAOLO,CIRO CARBONE,1,1,D,FILIPPO INZAGHI,CLAUDIO RANIERI,4-3-2-1,4-4-2,95'30,39'36,41%,14'35 (37%),9'51 (68%),4'44 (32%),25'01 (63%),13'26 (54%),11'35 (46%),3'23,2'19,2'05,3'08,1'51,1'49,3'30,5'19,5'11,3'21,2'48,4'52,9,10,3(1),5(1),0,1,0,0,2,5,0,0,3,0,4,2,3,5,6,5,1,1,1,4,6,7,2,10,17,14,169,382,63%,82%,51,116,87,227,NODATA,NODATA,5/12,7/28,26,49,5,3,72,39,0 (0),0 (0),107.419,27.213,71.297,8.909,104.004,28.269,66.316,9.419,6.8,6.5,19 (61%),7 (23%),5 (16%),17 (44%),8 (20%),14 (36%),517,261,139,117,711,201,290,220,11,56,46,14,23,39,44,28,15,11,29,20,8,11,14,31,7,13,18,29,9,7,17,17,16,28,25,0,44,39,36,13,42,26,30,22,32,42,56,40,36,30,27,44,26,18,20,19,GIANLUCA CAPRARI,17,KEITA,10,3,3.25,2.4
2020-2021,21,MILAN,CROTONE,07/02/2021,GIUSEPPE MEAZZA STADIUM,15:00,LUCA  PAIRETTO,ALESSANDRO  LO CICERO,MARCO  BRESMES,DAVIDE  GHERSINI,DAVIDE  MASSA,STEFANO ALASSIO,4,0,H,STEFANO PIOLI,GIOVANNI STROPPA,4-2-3-1,3-5-2,90'17,50'04,55%,26'07 (52%),11'19 (43%),14'48 (57%),23'57 (48%),14'00 (58%),9'57 (42%),4'49,3'40,4'12,4'12,3'46,5'28,4'19,4'43,4'07,4'35,3'42,2'31,21,9,12(4),2(0),1,0,0,0,10,2,0,0,5,6,2,6,4,1,10,2,4,0,5,0,13,10,8,6,17,9,376,361,88%,82%,110,58,206,154,NODATA,NODATA,6/17,7/13,37,25,6,2,41,46,0 (0),0 (0),102.487,27.345,65.443,9.699,104.309,26.499,68.098,9.712,6.5,6.7,16 (35%),17 (37%),13 (28%),13 (33%),10 (26%),16 (41%),677,219,272,186,676,228,330,118,10,25,38,17,27,35,36,31,30,35,33,24,39,48,40,23,23,42,34,26,10,12,23,16,14,49,57,8,28,32,29,11,45,51,71,22,43,27,32,39,15,28,17,14,19,7,10,8,ZLATAN IBRAHIMOVIC,11,ADAM OUNAS,7,1.22,6.5,13
2020-2021,21,UDINESE,HELLAS VERONA,07/02/2021,DACIA ARENA - STADIO FRIULI STADIUM,15:00,ALBERTO  SANTORO,ALESSANDRO  GIALLATINI,FILIPPO  VALERIANI,MAURIZIO  MARIANI,MICHAEL  FABBRI,ALESSIO TOLFO,2,0,H,LUCA GOTTI,IVAN JURIC,3-5-1-1,3-4-2-1,96'26,46'10,48%,23'28 (51%),12'35 (54%),10'53 (46%),22'42 (49%),15'13 (67%),7'29 (33%),5'07,4'02,4'51,3'15,2'45,3'28,3'35,3'19,1'52,6'00,4'47,3'08,14,5,8(1),1(0),2,1,1,0,7,1,0,0,4,3,0,6,2,1,8,2,1,0,1,0,1,8,10,8,9,15,285,348,75%,78%,69,65,151,144,NODATA,NODATA,4/7,2/7,27,29,5,2,53,54,0 (0),0 (0),103.8,30.407,64.625,8.768,102.448,28.893,64.684,8.871,6.4,6.3,12 (40%),7 (23%),11 (37%),15 (54%),6 (21%),7 (25%),624,183,310,131,695,226,345,124,12,28,40,6,36,26,23,12,32,41,55,30,25,39,53,35,15,12,22,21,10,13,18,20,29,35,33,5,24,34,40,26,35,47,67,50,18,39,47,42,19,18,22,32,9,5,8,11,GERARD DEULOFEU,9,DAVIDE FARAONI,5,2.3,3.1,3.3
2020-2021,21,PARMA,BOLOGNA,07/02/2021,ENNIO TARDINI STADIUM,18:00,MARCO  GUIDA,LUIGI  ROSSI,ORLANDO  PAGNOTTA,ANTONIO  DI MARTINO,PIERO  GIACOMELLI,GIORGIO PERETTI,0,3,A,ROBERTO D'AVERSA,SINISA MIHAJLOVIC,3-4-3,4-2-3-1,95'06,58'21,61%,32'58 (56%),15'22 (47%),17'36 (53%),25'23 (44%),13'18 (52%),12'05 (48%),4'28,5'32,5'56,6'38,4'45,5'38,3'50,4'27,4'10,3'28,3'11,6'17,16,15,8(0),7(3),1,2,0,1,3,5,0,0,4,5,3,5,4,3,3,4,0,3,0,2,10,15,5,1,13,13,447,330,81%,79%,104,59,235,162,NODATA,NODATA,7/12,0/0,39,20,4,2,40,52,0 (0),0 (0),105.931,26.155,70.639,9.137,109.435,25.335,75.69,8.41,6.8,7,20 (57%),8 (23%),7 (20%),15 (41%),16 (43%),6 (16%),786,199,392,195,674,241,320,113,8,30,33,2,32,42,44,8,56,58,62,31,43,54,45,43,32,34,38,37,12,15,16,11,12,34,60,15,24,18,46,32,31,45,73,33,24,28,52,34,16,20,18,30,5,10,6,8,JURAJ KUCKA,33,MUSA BARROW,99,3.2,3.3,2.3
2020-2021,21,LAZIO,CAGLIARI,07/02/2021,OLIMPICO STADIUM,20:45,MASSIMILIANO  IRRATI,NICCOLO'  PAGLIARDINI,ANDREA  ZINGARELLI,ALESSANDRO  PRONTERA,LUCA  BANTI,DARIO CECCONI,1,0,H,SIMONE INZAGHI,EUSEBIO DI FRANCESCO,3-5-2,3-4-2-1,95'05,51'17,54%,31'26 (61%),15'16 (49%),16'10 (51%),19'51 (39%),14'04 (71%),5'47 (29%),6'38,4'00,4'08,6'11,5'06,5'23,3'39,5'12,3'04,1'48,2'36,3'32,14,7,6(1),3(0),1,0,0,0,6,3,0,0,5,3,2,5,3,1,5,3,1,0,2,2,9,5,12,2,16,14,452,236,85%,74%,126,37,279,110,NODATA,NODATA,8/24,3/5,45,26,4,3,53,69,0 (0),0 (0),113.365,26.495,77.011,9.859,112.743,26.042,78.003,8.698,7.1,7,11 (28%),18 (46%),10 (26%),6 (25%),11 (46%),7 (29%),786,196,370,220,571,259,228,84,10,23,38,7,31,42,28,17,24,50,44,40,47,52,56,57,54,33,37,28,25,12,24,7,4,46,51,14,24,37,54,29,26,25,37,31,24,19,36,30,17,16,10,14,8,7,8,4,CIRO IMMOBILE,17,RAZVAN MARIN,8,1.36,5,8
2020-2021,22,BOLOGNA,BENEVENTO,12/02/2021,RENATO DALL'ARA STADIUM,20:45,DAVIDE  GHERSINI,DAVIDE  IMPERIALE,MATTIA  SCARPA,SIMONE  SOZZA,DANIELE  ORSATO,FILIPPO MELI,1,1,D,SINISA MIHAJLOVIC,FILIPPO INZAGHI,4-2-3-1,4-3-2-1,95'55,52'11,54%,30'12 (58%),16'13 (54%),13'59 (46%),21'59 (42%),12'30 (57%),9'29 (43%),5'21,3'55,5'51,4'09,4'57,5'59,2'31,5'35,3'54,2'46,2'20,4'52,11,13,3(1),8(1),0,0,0,0,3,7,0,1,4,1,5,1,4,4,5,6,0,0,2,1,15,3,8,3,17,10,409,244,84%,70%,96,47,217,96,NODATA,NODATA,2/11,5/11,28,15,2,2,41,48,0 (0),0 (0),107.986,27.986,71.595,8.405,107.832,27.573,71.696,8.563,6.6,6.7,14 (44%),6 (18%),12 (38%),7 (24%),11 (38%),11 (38%),750,234,340,176,577,210,257,110,10,37,43,16,16,41,49,22,37,43,48,36,47,42,41,46,28,38,25,33,10,14,14,14,14,32,37,6,15,35,45,26,35,42,28,39,34,37,14,28,22,33,16,10,9,10,7,3,NICOLA SANSONE,10,NICOLAS VIOLA,10,1.8,3.6,4.33
2020-2021,22,TORINO,GENOA,13/02/2021,OLIMPICO GRANDE TORINO STADIUM,15:00,FABRIZIO  PASQUA,DAMIANO  DI IORIO,VITO  MASTRODONATO,FEDERICO  LA PENNA,ALEANDRO  DI PAOLO,ALESSIO TOLFO,0,0,D,DAVIDE NICOLA,DAVIDE BALLARDINI,3-5-2,3-5-2,95'04,49'12,52%,23'29 (48%),12'40 (54%),10'49 (46%),25'43 (52%),16'56 (66%),8'47 (34%),4'35,2'58,3'41,3'49,5'28,2'58,3'52,4'19,3'59,4'52,4'10,4'31,10,6,2(0),3(0),0,0,0,0,2,2,0,1,6,1,2,2,2,2,1,2,0,0,1,1,5,3,3,5,13,15,292,397,73%,79%,62,50,134,160,NODATA,NODATA,4/14,3/9,34,45,0,3,59,55,0 (0),0 (0),108.092,27.362,71.404,9.326,111.302,26.933,75.354,9.015,6.6,6.8,13 (34%),11 (29%),14 (37%),8 (27%),8 (26%),14 (47%),689,226,332,131,767,268,372,127,2,27,40,11,18,31,58,39,39,47,61,41,36,31,49,28,20,19,34,15,12,11,15,5,6,48,43,10,15,70,46,30,42,58,49,46,42,43,49,43,44,29,10,6,15,9,12,2,ANDREA BELOTTI,9,DAVIDE ZAPPACOSTA,77,1.9,3.4,4.2
2020-2021,22,NAPOLI,JUVENTUS,13/02/2021,Diego Armando MARADONA STADIUM,18:00,DANIELE  DOVERI,ALESSANDRO  GIALLATINI,FABIANO  PRETI,GIANPAOLO  CALVARESE,PAOLO  VALERI,DANIELE BINDONI,1,0,H,GENNARO GATTUSO,ANDREA PIRLO,4-2-3-1,4-4-2,98'57,52'22,53%,20'50 (40%),13'51 (66%),6'59 (34%),31'32 (60%),19'29 (62%),12'03 (38%),5'01,2'37,4'01,2'58,2'55,3'18,5'28,6'11,4'23,4'24,4'47,6'19,10,22,3(1),6(0),0,2,2,0,1,5,0,0,3,11,6,2,4,5,1,5,0,0,1,6,7,10,3,9,9,18,283,529,77%,89%,57,83,124,239,NODATA,NODATA,3/6,9/22,21,22,0,4,40,32,1 (1),0 (0),114.877,26.372,79.252,9.253,107.547,28.396,69.668,9.483,6.8,6.3,14 (45%),7 (23%),10 (32%),14 (36%),6 (15%),19 (49%),564,253,213,98,837,211,443,183,16,45,60,17,24,31,37,23,22,26,30,33,27,14,26,35,13,13,16,22,12,6,14,2,9,29,32,7,21,33,65,15,26,78,84,43,35,63,63,51,27,35,29,21,18,20,19,14,LORENZO INSIGNE,24,FEDERICO CHIESA,22,3.8,3.6,1.95
2020-2021,22,SPEZIA,MILAN,13/02/2021,ALBERTO PICCO STADIUM,20:45,DANIELE  CHIFFI,LUCA  MONDIN,VALERIO  VECCHI,JUAN LUCA  SACCHI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,2,0,H,VINCENZO ITALIANO,STEFANO PIOLI,4-3-3,4-2-3-1,93'16,48'20,52%,23'03 (48%),9'32 (41%),13'31 (59%),25'17 (52%),19'54 (79%),5'23 (21%),4'40,3'12,4'21,4'18,2'34,3'58,3'22,5'40,3'58,3'35,3'20,5'22,15,7,5(2),0(0),2,0,0,0,5,0,1,0,1,4,0,2,9,3,4,2,1,0,1,5,13,8,5,2,18,14,285,349,77%,79%,98,32,178,84,NODATA,NODATA,5/12,2/5,29,26,0,2,35,53,0 (0),0 (0),106.635,22.946,73.069,10.62,102.981,22.838,69.533,10.61,7.1,6.9,11 (30%),20 (54%),6 (16%),4 (22%),9 (50%),5 (28%),619,143,262,214,673,359,243,71,2,23,31,0,26,26,24,11,32,41,18,26,37,54,29,25,28,36,36,43,16,16,18,21,16,46,52,12,43,90,64,36,29,47,51,40,10,16,22,28,13,7,18,6,3,15,4,5,KEVIN AGUDELO,80,HAKAN CALHANOGLU,10,6.75,4.6,1.45
2020-2021,22,ROMA,UDINESE,14/02/2021,OLIMPICO STADIUM,12:30,PIERO  GIACOMELLI,ALBERTO  TEGONI,FABIO  SCHIRRU,GIANLUCA  MANGANIELLO,LUCA  BANTI,PASQUALE DE MEO,3,0,H,PAULO FONSECA,LUCA GOTTI,3-4-2-1,3-5-2,96'48,54'15,56%,29'32 (54%),16'40 (56%),12'52 (44%),24'43 (46%),15'50 (64%),8'53 (36%),5'12,4'57,6'04,4'02,3'28,5'49,3'57,2'54,4'05,4'19,3'55,5'33,12,6,8(3),1(0),0,0,1,0,7,1,0,0,3,4,1,2,1,1,7,2,1,0,0,6,14,19,7,2,17,7,444,403,86%,87%,89,75,212,177,NODATA,NODATA,2/8,2/9,28,24,2,1,32,42,1 (1),0 (0),108.224,26.949,71.243,10.032,105.298,27.626,68.136,9.536,6.7,6.6,14 (41%),11 (33%),9 (26%),7 (23%),10 (32%),14 (45%),745,236,356,153,712,237,342,133,9,32,47,19,15,40,44,30,37,54,52,40,39,39,60,35,14,22,28,32,10,12,22,13,9,44,50,1,27,44,44,18,49,48,51,31,39,28,45,51,25,23,24,9,28,12,8,4,JORDAN VERETOUT,17,GERARD DEULOFEU,9,1.72,3.8,4.75
2020-2021,22,CAGLIARI,ATALANTA,14/02/2021,SARDEGNA ARENA STADIUM,15:00,MARCO  PICCININI,STEFANO  LIBERTI,MAURO  GALETTO,FRANCESCO  FOURNEAU,LUIGI  NASCA,RODOLFO DI VUOLO,0,1,A,EUSEBIO DI FRANCESCO,GIAN PIERO GASPERINI,3-4-2-1,3-4-2-1,96'37,49'15,51%,19'11 (39%),13'25 (70%),5'46 (30%),30'04 (61%),17'33 (58%),12'31 (42%),4'14,4'22,2'52,2'35,2'09,2'59,5'26,5'04,3'50,5'33,4'38,5'32,4,10,1(0),5(1),0,0,0,2,1,3,1,1,1,3,1,1,2,2,1,6,0,0,0,2,6,11,6,6,17,14,238,520,66%,81%,40,101,97,232,NODATA,NODATA,0/0,2/9,24,23,2,4,47,70,0 (0),0 (0),108.45,24.776,74.571,9.103,97.609,24.646,64.98,7.983,7,6.9,7 (25%),12 (43%),9 (32%),10 (29%),17 (50%),7 (21%),613,228,280,105,921,291,450,180,6,27,38,14,40,41,36,26,35,44,41,28,33,32,34,33,24,28,13,10,9,7,7,7,9,41,35,7,27,57,60,55,58,72,50,56,56,61,38,59,42,26,32,29,18,8,15,10,NAHITAN NANDEZ,18,LUIS MURIEL,9,6.5,4.75,1.44
2020-2021,22,SAMPDORIA,FIORENTINA,14/02/2021,LUIGI FERRARIS STADIUM,15:00,FABIO  MARESCA,PASQUALE  CAPALDO,ORESTE  MUTO,ANTONIO  GIUA,LUCA  PAIRETTO,ALESSANDRO COSTANZO,2,1,H,CLAUDIO RANIERI,CESARE PRANDELLI,4-4-1-1,3-5-2,97'06,48'53,50%,25'13 (52%),17'18 (69%),7'55 (31%),23'40 (48%),11'40 (49%),12'00 (51%),6'18,4'48,3'57,2'39,3'59,3'32,2'49,5'49,2'09,2'56,3'18,6'39,7,15,3(2),7(1),1,2,0,0,2,3,0,0,4,4,5,1,0,4,3,4,2,0,1,2,11,11,6,7,14,11,313,280,76%,72%,46,78,120,162,NODATA,NODATA,4/6,6/15,26,25,1,2,57,50,0 (0),0 (0),108.493,27.885,71.146,9.462,107.589,27.557,70.486,9.546,6.6,6.5,7 (26%),5 (18%),15 (56%),8 (23%),13 (37%),14 (40%),704,304,297,103,685,162,357,166,12,42,57,14,19,42,69,49,41,50,45,47,28,33,22,31,15,33,13,7,13,15,4,3,5,24,29,1,21,34,35,13,46,54,42,26,64,54,37,34,26,40,26,18,10,17,15,14,NODATA,NODATA,NODATA,NODATA,2.87,3.4,2.45
2020-2021,22,CROTONE,SASSUOLO,14/02/2021,EZIO SCIDA STADIUM,18:00,IVANO  PEZZUTO,STEFANO  DEL GIOVANE,ALESSIO  SACCENTI,IVAN  ROBILOTTA,MARCO  DI BELLO,SALVATORE LONGO,1,2,A,GIOVANNI STROPPA,ROBERTO DE ZERBI,3-5-2,4-2-3-1,97'02,52'55,55%,20'28 (39%),12'38 (62%),7'50 (38%),32'27 (61%),17'25 (54%),15'02 (46%),4'15,4'29,2'07,3'15,2'15,4'07,4'32,6'30,5'21,5'51,4'19,5'54,9,21,6(1),4(2),0,0,1,1,4,3,0,0,2,7,2,5,1,10,3,5,0,0,1,5,8,7,7,8,15,17,253,507,76%,87%,45,138,99,283,NODATA,NODATA,3/11,1/7,30,22,2,2,52,36,0 (0),1 (1),112.584,25.65,75.988,10.946,110.549,26.611,73.738,10.2,6.9,6.7,7 (26%),10 (37%),10 (37%),11 (32%),6 (18%),17 (50%),562,225,240,97,831,216,373,242,16,37,46,13,14,35,40,24,31,40,53,25,22,29,21,19,20,20,10,11,16,9,5,6,0,32,43,5,9,41,54,32,30,46,71,32,27,57,53,57,55,59,35,34,23,14,13,9,ADAM OUNAS,7,DOMENICO BERARDI,25,3.7,3.8,1.9
2020-2021,22,INTER,LAZIO,14/02/2021,GIUSEPPE MEAZZA STADIUM,20:45,MICHAEL  FABBRI,STEFANO  ALASSIO,FILIPPO  VALERIANI,GIANLUCA  AURELIANO,MASSIMILIANO  IRRATI,SERGIO RANGHETTI,3,1,H,ANTONIO CONTE,SIMONE INZAGHI,3-5-2,3-5-2,97'50,62'14,64%,24'30 (39%),15'32 (63%),8'58 (37%),37'44 (61%),15'23 (41%),22'21 (59%),4'27,3'00,5'25,2'36,3'11,5'51,6'54,2'29,10'14,5'40,6'52,5'35,11,12,7(3),7(1),0,0,1,1,6,3,0,0,1,3,6,4,3,2,8,2,1,0,1,0,8,6,4,0,7,4,282,596,75%,87%,50,197,112,399,NODATA,NODATA,1/2,11/31,22,43,4,1,57,40,1 (1),0 (0),121.027,26.277,84.237,10.513,122.545,25.616,84.91,12.019,7.1,7.2,10 (34%),8 (28%),11 (38%),10 (25%),11 (27%),19 (48%),668,318,242,108,964,213,450,301,14,61,78,16,26,49,47,27,45,27,30,24,44,34,25,13,9,20,28,9,14,9,13,6,8,28,30,15,25,29,49,29,25,40,69,44,60,53,82,77,53,57,72,56,23,13,16,11,ROMELU LUKAKU,9,SERGEJ MILINKOVIC-SAVIC,21,1.75,3.9,4.5
2020-2021,22,HELLAS VERONA,PARMA,15/02/2021,MARCANTONIO BENTEGODI STADIUM,20:45,LUCA  MASSIMI,DARIO  CECCONI,DANIELE  MARCHI,EUGENIO  ABBATTISTA,DAVIDE  MASSA,MATTEO PASSERI,2,1,H,IVAN JURIC,ROBERTO D'AVERSA,3-4-2-1,4-3-3,97'36,45'52,47%,22'50 (50%),12'00 (53%),10'50 (47%),23'02 (50%),17'34 (76%),5'28 (24%),2'37,4'50,5'22,4'03,2'13,3'45,4'02,4'22,3'22,2'13,3'54,5'08,11,13,5(1),4(1),1,2,1,1,4,3,0,0,2,4,2,3,4,5,4,4,1,0,3,1,8,7,4,4,16,15,292,278,73%,70%,103,41,189,106,NODATA,NODATA,5/16,3/7,35,29,2,3,63,69,0 (0),1 (1),110.865,27.091,73.372,10.402,109.854,28.153,72.231,9.47,6.7,6.6,20 (50%),8 (20%),12 (30%),9 (35%),9 (34%),8 (31%),684,162,327,195,678,309,266,103,5,40,23,0,24,35,24,11,34,38,67,23,25,29,53,58,28,17,30,58,21,7,16,18,7,54,67,20,55,48,29,29,26,48,29,25,26,28,39,45,17,14,23,14,7,3,19,6,FEDERICO DIMARCO,3,JURAJ KUCKA,33,2,3.3,4
